state,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
North Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09427736400490243,0.11787819253438114,0.27433448486080064,0.19575520296723675,0.20985199911641267,0.34522439585730724,0.32269630692004303,0.3345724907063197,0.3171247357293869,0.5056026236676687,0.45057730216840325,0.24467472654001152,0.20936144758486613,0.27096191479753123,0.20507966556239154,0.1293451899757478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Ohio,0.0,0.004693926645661345,0.004368447329006491,0.007045329650974369,0.007457566446917042,0.008187630722967793,0.009079353550027237,0.0162649482619741,0.02097174057956903,0.009800004523079012,0.008698173383589447,0.006391727683992984,0.009317927692881103,0.0481084627159414,0.0852309154403723,0.10995714683797889,0.12111273263423954,0.11157536723685527,0.25178088921640873,0.35446061506189663,0.5028398333964407,0.5482554825548256,0.6284439182112118,0.7261951797708416,0.47624892598502516,0.3261960521913684,0.3034303053160304,0.2512895119693162,0.18526308252709583,0.1379873814170941,0.10269199735934864,0.09243751315632923,0.07219599312238172,0.058064579622284986,0.06568275230636028,0.06523024237111931,0.0742033590083923,0.08004802881729037,0.03785379781745817,0.053911988678482375,0.04248238751017807,0.03238019328484607,0.03960497234039835,0.029994392352734052,0.05141117072463386,0.03711411264133187,0.03395355154149124,0.0336742854737551,0.019110621095185593,0.016823945062172125,0.019277418111134315,F
Oklahoma,0.0,0.0,0.0,0.0,0.0,0.0,0.022340663198544667,0.01874297138573035,0.0,0.02694207453973956,0.027626598889410728,0.01565680288085173,0.027686886483765417,0.07720254314259764,0.20156564946327288,0.21112584082093583,0.21127823331153478,0.19448514719595045,0.3158164281446496,0.48921696338109716,0.6330968989975966,0.6037868573773374,0.6894103026895878,0.7420021895146576,0.6436143361938416,0.4465730373438613,0.38126540673788006,0.2986758703082999,0.24335574767851426,0.17452006980802792,0.0878620240807029,0.0971974728657055,0.08201292523701735,0.07296123105495307,0.06703086771458257,0.06772773450728073,0.05812561972168086,0.09748554524673927,0.047279727128432,0.06030293356035614,0.0543911813764595,0.01906068923452272,0.04357125881327735,0.07270083605961468,0.03985016338566988,0.03255605746144142,0.041242215531818366,0.02144542140253056,0.023007546475243883,0.0,0.0,F
Oregon,0.0,0.017502712920502678,0.01870417477180907,0.04380550356417506,0.024236548715462918,0.05745365405239773,0.03355329381500951,0.09292019584718202,0.06030756859985928,0.06071063394683027,0.04195007940550745,0.11591850928797055,0.08421419444767105,0.19123941353246515,0.35590521682120446,0.2729782548003846,0.3394562355255227,0.2711426726920594,0.4238393322900365,0.4192536644690521,0.4662290657014907,0.5385412043201656,0.5658560077052733,0.6059107209101027,0.45510571726557314,0.31304903370068676,0.2678486017665253,0.24241279435839314,0.19676784619850973,0.14325735387749905,0.11352946900645496,0.09074410163339383,0.06021879495500318,0.07447528774542993,0.08404491360182882,0.05496770647244744,0.052106853788168275,0.04085106382978723,0.05441436539246361,0.03902785169416356,0.03752767666153788,0.05582582343089561,0.05317408376963351,0.04558074006547052,0.0,0.03344621430661817,0.025906735751295335,0.03048382180028742,0.0,0.0,0.025696371672319866,F
Pennsylvania,0.005560669998949651,0.005413371026435295,0.005150026715763588,0.004316360444872883,0.007681022497714896,0.00933583326201794,0.009616386322293188,0.009651578033008396,0.010164111304837336,0.007090410613556865,0.0,0.006026955558736449,0.011930949629022036,0.03919625490877626,0.06487383547693584,0.09731694151099758,0.10510431603366341,0.09901888161574628,0.2051158301158301,0.2688051610590923,0.41721467192751716,0.4905345009265652,0.5179952909519004,0.6299359928898314,0.4081074119389529,0.3330641065139013,0.26128409887267157,0.2360395613074617,0.14683873153926524,0.12352430882963075,0.10157537659550003,0.08820393525249588,0.08028178907966964,0.06450423884998158,0.05509866742852478,0.06532297999220338,0.06284217029163028,0.06399112656378315,0.06128834553724074,0.05895177077771845,0.07232069060519791,0.07034948191779841,0.06903484442937251,0.07170408466027099,0.054334091483447054,0.06541703358913072,0.05300307676396825,0.04553368153207446,0.048843115911691645,0.03786168834005621,0.022704568159113616,F
Rhode Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061149612719119444,0.0,0.06952030986195253,0.13760566149007275,0.12721401311282904,0.10476190476190476,0.19507663725034835,0.2609086819613135,0.4028287530212156,0.43950361944157185,0.48004042445679634,0.6357777390698485,0.6128974951145851,0.48484848484848486,0.14506769825918764,0.29393877964727344,0.31729243786356426,0.13233348037053375,0.15277171540811874,0.16857720836142953,0.13704888076747374,0.11655011655011654,0.10443258296588535,0.12664057103384757,0.05910864168341412,0.06087909411907951,0.10209290454313426,0.0,0.0,0.0755287009063444,0.0,0.0,0.0,0.0,0.0,0.0,0.10520778537611783,0.0,0.0,0.0,F
South Carolina,0.0,0.01473224151054583,0.0,0.0,0.0,0.020152003684937816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022886568445143755,0.028946073465134455,0.07006276455991826,0.06274062455439897,0.09417270703726956,0.22766878408004948,0.2887260643368834,0.46111600435210615,0.40397282832441334,0.5160349066544188,0.6604169581642647,0.6435424354243543,0.3906372074127316,0.31139511498913364,0.2966585167074165,0.2500487107878158,0.1566396010485263,0.11186397340833547,0.10930015752081525,0.12619725601863838,0.11034943989299449,0.06246917639322702,0.08825259854873505,0.06519754857217369,0.0678656260604004,0.07785736530675802,0.05625527393193112,0.07958351294890076,0.08049839003219936,0.06712357803999153,0.04337140378776926,0.0474141075206069,0.0833001340045634,0.061719430729015395,0.05262168765269687,0.043510937067362844,0.03280032800328003,0.05106382978723404,F
South Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05495109352676118,0.0,0.0,0.0,0.1347010672469174,0.21310602024507191,0.24878312601406166,0.14582164890633764,0.18766127140511377,0.31794630240226096,0.6130456105934281,0.5086217590869619,0.4424778761061947,0.39606490353903157,0.6211180124223602,0.40816326530612246,0.30619345859429364,0.32970183486238536,0.20780762950868337,0.1245136186770428,0.18936405239072118,0.1837109614206981,0.0,0.0,0.0,0.0,0.0,0.07886435331230283,0.07890168849613381,0.0,0.0,0.08629616845012082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014888706915804363,0.0,0.0,0.0,0.0,0.03788425458219079,0.0790499301419222,0.06706533281171408,0.0986932285479302,0.11368083639277662,0.2606730103175471,0.31982188924620986,0.4584537134750792,0.5637188515709642,0.6110188782583394,0.7445038101077341,0.6058006754945585,0.4516695642822577,0.36167019295104796,0.37020316027088035,0.30706057632908174,0.17033961460662195,0.15444700869873956,0.14177358758063371,0.12613106663010692,0.09932533733133433,0.08755914899959015,0.09352087385904534,0.07842258570468295,0.10575139146567716,0.08451377023278031,0.06682705159048383,0.0591969625834371,0.05145356315924878,0.05491126339834827,0.07954043305346885,0.020274836674926786,0.040381379697139654,0.04976362279173924,0.030408645411803232,0.024029219530949636,0.027476644851875905,0.03618880215064881,F
Texas,0.007261312286698953,0.006987519215677844,0.005961122641969555,0.009944835412973915,0.009565888043237814,0.02128175267056438,0.022982545051681263,0.028614809623919647,0.03196446896922999,0.027216216510445583,0.022874106003690355,0.024889055859494236,0.026289547638473392,0.06759520375433234,0.11787853310566597,0.17322976800966303,0.14751246081043598,0.15201774817855485,0.25306421123239226,0.30648999104979374,0.36655918260728065,0.38087513483230623,0.37687171185754753,0.44749961715812214,0.3826448446015297,0.28041312177384053,0.2354914254183014,0.20574717580859928,0.17231500906807737,0.15130978867776557,0.10505305179115453,0.09649233989835596,0.07478288174388723,0.06409993014751202,0.07494808923327695,0.06585405759162304,0.06731325701761227,0.06803104469921423,0.061801224787909434,0.05609811027168683,0.06716739466547257,0.0554847816340934,0.06981411990575094,0.06138594811513072,0.05948056665455866,0.05613422316472276,0.048407009690283956,0.044982190724488676,0.03769170146214432,0.035956649447989465,0.028109920199059876,F
Utah,0.0,0.0,0.0,0.0,0.03751465416178195,0.04783440598364933,0.054013628053847434,0.05128205128205128,0.054796397136888254,0.07072135785007072,0.08227067050596462,0.06532694580974305,0.08577146669208044,0.2562740256899084,0.23151210477576398,0.35269141213532396,0.3284072249589491,0.3282800339345653,0.4703161141094835,0.4287573692672843,0.5170036764705882,0.43694669250351453,0.47422840705900643,0.5607835605915115,0.35057980506221825,0.318997222847707,0.333113697928106,0.15793907061631335,0.1259754347902159,0.07460408966055139,0.09012918516540375,0.09204773332456688,0.05909195364564525,0.05534394634892731,0.06148270394460085,0.03894712927201324,0.061512561512561514,0.04458740724226886,0.05379065941020124,0.03534590790784358,0.06811989100817438,0.03585771658060815,0.07763975155279502,0.05303632988597189,0.03852376916557516,0.03479740179399938,0.027371549229686397,0.03608805485384337,0.0253399780386857,0.0,0.054857142857142854,F
Vermont,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08620689655172414,0.18593644354293443,0.27022462421888194,0.48961674826945806,0.36820083682008364,0.3187919463087248,0.596252129471891,0.8707529451937852,0.8420009905894007,0.8059100067159166,1.0390541024722322,0.8876298394711992,0.6884343036978757,0.5965400676078744,0.5120213713268031,0.5009107468123861,0.28456248517903726,0.16666666666666669,0.3698224852071006,0.20015011258443832,0.15608740894901144,0.15965939329430548,0.15970188980569602,0.0,0.1697792869269949,0.0,0.0,0.0,0.0,0.0,0.0,0.18811136192626035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Virginia,0.0,0.01031368331098702,0.0,0.0,0.010893246187363833,0.00915532931719554,0.013193109427419051,0.009467545254866318,0.0,0.009109127345600291,0.01762487221967641,0.02230381223621453,0.011829119913478438,0.05932175460567512,0.07613499064863702,0.0908279944854432,0.08838853740230741,0.10444185046384467,0.22391932972492032,0.33171838854698615,0.41123285356167083,0.46487174520601016,0.521426943241395,0.5953418133240401,0.45440956651718983,0.3355401745410774,0.26081931624732546,0.27005988975202144,0.19935493281900843,0.1271814025371885,0.09137104659923377,0.08653785637862672,0.08450255102040817,0.0927406459865686,0.08270509272513281,0.0923303234691163,0.08815982116150564,0.0783797341359418,0.06600348875583424,0.08231943232519469,0.06638862881947401,0.07178122483280228,0.07402054951446044,0.06558655652852129,0.06993633999820675,0.07495047914770597,0.06164892748998205,0.05058832346548752,0.05087067110154568,0.046196798361017935,0.03639711392296657,F
Washington,0.0,0.0,0.027567828344322177,0.01592652562843416,0.018850649000915605,0.03576263826091399,0.03290556103981573,0.036275695284159616,0.049442646530025176,0.05265236277477951,0.03597625567125697,0.047215244858259835,0.0443368864421496,0.1413059645991373,0.21529724011210305,0.22374729717025477,0.2518331975409229,0.25103338932824976,0.33508049419693,0.3839088905216752,0.4301454385191714,0.4746862172069531,0.47168216398985635,0.5395437781723809,0.35411524841721215,0.21014987003889615,0.19755780917797136,0.18654958638753322,0.1441250094819085,0.1128816811845051,0.06998032985323044,0.051209103840682786,0.0565247051944255,0.06566641461376209,0.059509640561771,0.02581618873619827,0.05206039005246085,0.05807313343270292,0.03682027828378745,0.04691256670380578,0.05421795618385911,0.04432998395676771,0.04046685977168172,0.04730165555794453,0.04387985695166634,0.028279312595170764,0.04381256982628316,0.030798336889807952,0.058412579733171335,0.019383131829525356,0.03818056863593555,F
West Virginia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049661399548532735,0.07190451080964479,0.0682194717863756,0.11238825031928479,0.2289182282793867,0.26936397119454675,0.4360064021193223,0.42003054767619463,0.6580038706110036,0.7870449011947228,0.7002720064818566,0.49401821320159517,0.5454996280684354,0.37553306600471004,0.30573082677421454,0.328704635406185,0.14849814377320283,0.10698762955533266,0.13062908215881747,0.09673852957435047,0.11724137931034484,0.0983629593198904,0.166449558546823,0.15330705212439774,0.10128780205469541,0.09254260815917328,0.07204034259185144,0.06788290199406025,0.05955419431682832,0.0,0.07172314864622557,0.07568590350047304,0.0,0.05168492867479843,0.0,0.0,0.0,F
Wisconsin,0.0,0.0,0.0,0.0,0.0,0.01464611328768628,0.009158347834050737,0.0,0.0,0.010463899546564353,0.0,0.009586502204895507,0.009674766596255865,0.04510018684363121,0.0578904712284358,0.11054463858502864,0.10896123621475268,0.12278308321964529,0.21898705348539793,0.26069189036849155,0.3343778995465766,0.3872250614850604,0.37311424830035694,0.5112189318312792,0.25360384410037373,0.19566377453208686,0.19052637979609624,0.13791399930013792,0.08876865198461342,0.06528789857209047,0.042446623371110825,0.046773679175082385,0.043634776917203015,0.030973451327433628,0.03532788695076176,0.018033452053559353,0.02953136003271166,0.03190156089780107,0.034638032559750606,0.04089684372594303,0.03737572571200757,0.04466162253047499,0.0379352391274895,0.058070403451041114,0.022404570532388608,0.042623323482609686,0.028770355026181024,0.04167907115212861,0.02856508077570064,0.019565004728209476,0.030944849401732914,F
Wyoming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0801153661272232,0.0,0.0,0.16759776536312848,0.32443592390502873,0.34375,0.36429872495446264,0.3179947624392069,0.39691289966923926,0.44382153702405985,0.48661800486618007,0.6065200909780136,0.5865850548329508,0.5055880787653007,0.717439293598234,0.2931691586045148,0.39370078740157477,0.0,0.0,0.16605778811026237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
