state,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
South Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061304561059342816,0.0,0.0,0.07665772326561901,0.09057971014492754,0.163265306122449,0.2783576896311761,0.17201834862385323,0.14843402107763098,0.32684824902723736,0.2209247277891747,0.35211267605633806,0.3538115149565777,0.27326796334994374,0.3053680488588878,0.2329192546583851,0.2814698983580922,0.1892744479495268,0.2840460785860817,0.14439274827530885,0.16589250165892502,0.15533310321021745,0.19823391602090465,0.1452960406828914,0.10970927043335163,0.16204537270435723,0.11084426380934788,0.1513431706394249,0.1377681558748278,0.14285714285714285,0.12970168612191957,0.11279043537108054,F
Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014135774110329716,0.008650070065567532,0.027085590465872153,0.022249987163468946,0.042042568100201454,0.08399006415411284,0.07886293979531482,0.13743467332139822,0.12460496613995485,0.16897416330535267,0.12598033996948083,0.15444700869873956,0.19139434323385554,0.19376656612741067,0.14805097451274363,0.19002198293528075,0.18330091276372887,0.15871237583090597,0.15955473098330242,0.15800400521780666,0.16420361247947454,0.14493049460082874,0.17365577566246462,0.1932876471621859,0.15466195315952277,0.21401216490200495,0.18395961862030286,0.15833879979189758,0.15438235362915487,0.1249519415609381,0.11989808662636758,0.10081166313395026,F
Texas,0.0,0.0,0.0,0.004066507733989397,0.0,0.0,0.0,0.002600261759683808,0.0030089537867683406,0.005043161053348238,0.006813120366545875,0.007404632686662078,0.00742212229037962,0.009420913571682446,0.013796794126746548,0.010960474841494672,0.02084361334671862,0.025337874109416673,0.033372195327025844,0.04735897669851449,0.05970533911773549,0.05815631556047611,0.06521238779633276,0.06597331652484505,0.058467816124851274,0.07189072609633358,0.0645108271356371,0.06880480323054934,0.057673429319371736,0.0644401301936898,0.0644080896560608,0.061399918133442484,0.07739082365948037,0.07012444977653112,0.07545930302236703,0.07440715411007666,0.08291684036446761,0.0753723211042499,0.0940025483155278,0.08349098919058151,0.0798663386332758,0.0665723558292419,0.06381039197812216,0.059863718942442336,F
Utah,0.0,0.0,0.0,0.0,0.0,0.015883604942977858,0.037503515954620745,0.036380473607620055,0.04451445007533215,0.06782323124152209,0.05163955589981926,0.10794140323824211,0.15312763188117295,0.1608455882352941,0.16338006763174895,0.2915338567985695,0.37257537929710005,0.3698424317139885,0.3827966674172484,0.37338018888644847,0.34746595535588937,0.3779263043706477,0.3391094984570518,0.25369696565076605,0.23998159045333511,0.22980204195528708,0.20184262786079368,0.1812121800472446,0.1785076758300607,0.16835016835016833,0.15605592534794102,0.1392228831793444,0.09318466630249671,0.12942779291553133,0.1434308663224326,0.11091393078970718,0.15153237110277684,0.11557130749672549,0.16238787503866378,0.12121686087432548,0.10425438068888088,0.05912661542359996,0.058105752469494475,0.06857142857142857,F
Vermont,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11904761904761905,0.0,0.12509382036527394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15817779183802594,0.0,0.0,0.0,0.0,0.0,0.2895403546869345,0.0,0.22036139268400176,0.0,0.0,0.0,F
Virginia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009304056568663939,0.0,0.007414547341884777,0.0,0.0,0.008301281164393038,0.025643948028265327,0.02032874484521113,0.03587443946188341,0.04664459825458923,0.06403348482718768,0.055600565537180895,0.06483087246146614,0.08532423208191127,0.060914031066155845,0.13846057020580274,0.10841836734693877,0.10233450591621363,0.1081528135636352,0.11267429304705717,0.09603123376521151,0.09562327564584902,0.11629186114123174,0.10042970743673753,0.142990892841944,0.12955635701530166,0.12160518848804217,0.13117311305704257,0.15421859589348158,0.14097828220639935,0.13780348497760694,0.13115491268830098,0.1213069849344551,0.09239359672203587,0.08135825465133706,F
Washington,0.012091898428053204,0.0,0.013163090693694878,0.0,0.0,0.0,0.0,0.014848085524972625,0.020682523267838676,0.02592400562921265,0.01321228364885525,0.018719580681392737,0.0349008082292432,0.031732040546496254,0.050678243829923815,0.047337278106508875,0.07854118289851113,0.08048073827663912,0.11982229432042325,0.14111272084140813,0.1413254442329797,0.11378290222255935,0.14862754689293173,0.10213345438039038,0.13466097676623992,0.10330377156222591,0.08755521948501613,0.08926446084265652,0.12113750099293034,0.08409755316166753,0.09485278460674809,0.08333010348436107,0.07232354033503391,0.06827446334263741,0.07177235497762391,0.08519338899301414,0.06880240808428295,0.07240176397024946,0.09136393299978247,0.056956340774168106,0.0659964361924456,0.05373957335451763,0.07753252731810142,0.055998167332705476,F
West Virginia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03870611003594139,0.0,0.03472423172637305,0.047616213320635675,0.0,0.16548914773088919,0.09757366811943016,0.16770644663580866,0.08099898751265609,0.2407221664994985,0.178755586112066,0.2142067440574903,0.2620689655172414,0.11944073631700977,0.12302793457808654,0.20440940283253028,0.26045434814064533,0.22364463638466875,0.1520851676939086,0.21213406873143828,0.18717032499574612,0.1585484013036202,0.12551551013089476,0.1892147587511826,0.1657727937591419,0.1447178002894356,0.12390177968010813,0.1863498718844631,0.11025358324145534,F
Wisconsin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008254639107178234,0.011937244201909959,0.014015171423065468,0.01056859015007398,0.01575602668020518,0.017442570337164884,0.0376701885303245,0.053910360084025805,0.07817862863244604,0.09486728462161788,0.12566633561019114,0.11321298450011322,0.1268123599780192,0.13057579714418094,0.16129716881022113,0.14244711385138728,0.1461765026726301,0.16150442477876106,0.11481563258997571,0.11947161985483071,0.12266872628972536,0.08658995100831719,0.07620367163145134,0.08179368745188606,0.08471831161388384,0.11296763345943675,0.10296707763175722,0.1133755495948898,0.12322513792813734,0.08808820186406002,0.09494217158639738,0.0714498362607919,0.11743422096676928,0.09130335539831089,0.08939623160500619,F
Wyoming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13304949441192124,0.0,0.2638522427440633,0.21199273167777105,0.15639662183296843,0.0,0.19926934573231483,0.0,0.41797283176593525,0.3989844033369605,0.1765536723163842,0.3043625295908015,0.0,0.28763183125599234,0.25340513145391197,0.0,0.15852885225110971,0.266755585195065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29274004683840754,F
