state,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Oklahoma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02051702913418137,0.0,0.0,0.015204962899890526,0.0,0.01618018251245874,0.05587510271158586,0.03650482859323665,0.028818443804034585,0.060288751388227826,0.04230393752033843,0.07451806253037421,0.06889085719909457,0.0862269094285809,0.0837885846432282,0.1015916017609211,0.10599377713953569,0.10420868629823854,0.11144507108844685,0.09222801603348586,0.14141707157879468,0.15629765172308632,0.11090865879743327,0.14136273678258413,0.15940065354267952,0.19126683758596835,0.1690930836804553,0.15440703409822001,0.21627093686729248,0.12121212121212122,0.14325181622838434,F
Oregon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01864071878611639,0.0,0.0,0.019171779141104295,0.0,0.0,0.014519688697874317,0.0,0.0,0.0,0.0,0.0,0.0,0.02240286756704858,0.024538371879025828,0.04142624648616659,0.07825668191668674,0.04946209966613083,0.06004867102809646,0.07027631368790928,0.08609419342495456,0.053519707845359525,0.11289958388439082,0.09550490258499936,0.0940672743196341,0.09074410163339383,0.11374661269278377,0.12186865267433987,0.10085389632219458,0.1374192661811186,0.1424254003543266,0.14297872340425533,0.12243232213304313,0.13837147418839807,0.14635793897999774,0.1475396762102241,0.15952225130890052,0.1906103675465131,0.158690386703416,0.25920816087629084,0.15975820379965458,0.13499978225841572,0.1831157855197671,0.20830233596191042,0.14389968136499126,F
Pennsylvania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037668472242102804,0.0,0.005916415835286983,0.0045260815449025,0.007602886055546685,0.006756706030735506,0.0,0.009049227799227798,0.008213491032361155,0.012421452579278094,0.021801533374514008,0.03363605785401951,0.020270217592989623,0.03702749694120677,0.050792276243369947,0.03287680714291894,0.03589955305056452,0.05647643520740971,0.051861351035341154,0.046954655218674535,0.09014248328002326,0.09031701271462834,0.08498177499283287,0.09999387792584127,0.08955569837640787,0.08947020855079564,0.11945010291906188,0.10859864735546165,0.1423740879159993,0.13430985398108183,0.12042877413046849,0.10779124831954655,0.11373751359905054,0.20090978013646704,0.2503459554660964,0.19908472735734417,0.15802865943484667,0.12141003098049066,0.1281472528432672,0.17255471800926347,F
Rhode Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06502554575011611,0.0,0.0,0.09479489831092727,0.134748189321206,0.10451140916216688,0.19541659264523006,0.20512820512820512,0.2514506769825919,0.22298803973241438,0.21152829190904282,0.17644464049404499,0.18550851156700132,0.28096201393571585,0.2055733211512106,0.2331002331002331,0.15084706428405661,0.18420446695832374,0.23643456673365648,0.26786801412394984,0.2679938744257274,0.27472527472527475,0.140331181588549,0.21148036253776434,0.20315674324113145,0.2542103590721322,0.1926782273603083,0.1670564650851988,0.3084304318026045,0.18897096718776843,0.28055409433631423,0.2260312676586928,0.13728181996469896,0.16522098306484925,F
South Carolina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012952696751463655,0.0,0.0,0.0,0.026568265682656828,0.015625488296509265,0.032436991144701416,0.035859820700896494,0.048710787815808274,0.038360718624128896,0.0607261569930964,0.06107949979104382,0.08736733108982656,0.06687844841999666,0.09863554167351635,0.1242073609204419,0.14343460685878212,0.13881605330536448,0.15571473061351604,0.10313466887520706,0.1492190867791889,0.17149657006859864,0.16604253515155798,0.1807141824490386,0.15683127872200744,0.1883307377494477,0.19604995643334303,0.23679759443713588,0.20964360587002098,0.15580155801558015,0.20425531914893616,F
South Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10869565217391304,0.09382329945269742,0.12618296529968456,0.0,0.0,0.16589250165892502,0.08629616845012082,0.1261488556496666,0.1452960406828914,0.1462790272444688,0.12603528988116672,0.14779235174579716,0.22701475595913734,0.17713048612477858,0.12244897959183673,0.12970168612191957,0.20302278366794496,F
Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008464247020585049,0.0,0.008758868354208636,0.025018316982076162,0.016131055867223486,0.021700211577062874,0.01805869074492099,0.039972382717395255,0.055005500550055,0.03372980649742588,0.037215566739916356,0.054839594187003016,0.06559220389805098,0.05588881851037669,0.05985335926978902,0.08402419896930316,0.09461966604823747,0.09921181722978559,0.089739183564364,0.08165098287370634,0.13292170482805934,0.09225092250922509,0.11268228015908087,0.11263798152737103,0.18844643858665172,0.1832206111877672,0.19648663189165164,0.15378700499807768,0.15486836189239148,0.1292457219666029,F
Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035469587784273966,0.0029464801348309307,0.0,0.003364680944129473,0.0038102703114623816,0.0030498808004920473,0.015027354481204068,0.011331701568307496,0.012916280972165415,0.012134554878524438,0.01031641298320574,0.01681053684449413,0.013200420710182634,0.02003606491685033,0.02051998515575542,0.03297319750088856,0.03386485831110517,0.054380817482800485,0.043814126014530975,0.05625866963277261,0.06284374444699671,0.06951776396112219,0.07903440573858511,0.091326954806081,0.093343221747692,0.09832965647652064,0.13860552214212996,0.14006296636009816,0.1450466368081522,0.15317259766800861,0.18529123036649214,0.1830592233527748,0.20449568465799303,0.19583764737986886,0.1875396679155662,0.186716908441125,0.18420947502519008,0.20393071867206197,0.20568873659472905,0.2569923719578642,0.3172029118514492,0.29266256317336814,0.2832042007858113,0.2613943971530528,0.26587663324217564,0.2873458509237232,F
Utah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022797218739313806,0.01943559045323797,0.03072786633378145,0.05393535462495666,0.056293627561360055,0.05490885130683066,0.05966587112171838,0.06298771739510794,0.06782189969141035,0.08011483125813666,0.07889805713534304,0.08863793046846788,0.14975420776768564,0.10678574895641199,0.12008698192204083,0.10036260036260036,0.0796203700754801,0.11707378812808507,0.12531730985508177,0.13623978201634876,0.11115892139988526,0.10721679976338362,0.12122589688222146,0.16950458432853072,0.12372409526755336,0.15640885274106514,0.16039135490597056,0.1266998901934285,0.11174183167210476,0.128,F
Vermont,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23955283470854402,0.0,0.1414827391058291,0.0,0.20814748736247396,0.0,0.0,0.0,0.0,0.26335590669676445,0.18511662347278787,0.21715526601520088,0.0,0.3085059497576025,0.2286236854138089,0.0,0.0,F
Virginia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009930650954170046,0.0,0.0,0.0,0.0,0.00727452606462689,0.014083316902796947,0.024903843493179114,0.0327672669250057,0.036301330080734155,0.026905829596412557,0.04213060487511285,0.03592122319573943,0.044480452429744716,0.06158932883839285,0.08049455856784082,0.09457704823429461,0.07080370067342187,0.11160714285714285,0.09433962264150944,0.1304195692973248,0.12362873820440995,0.15113112199115253,0.15832706295460247,0.15400814043027988,0.20250580351997893,0.13618180270661334,0.1663223502223467,0.14980349306497948,0.15953486723153829,0.19904958307181922,0.29623284615521883,0.2266504687131693,0.2548152589372705,0.20935237722559183,0.19081286279550885,0.1991136232256407,F
Washington,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017550787591593172,0.015989446965003096,0.013220268560312755,0.0147789621473832,0.009296445039416927,0.014848085524972625,0.011281376327912006,0.0,0.009437345463468035,0.02620741295394983,0.02020573108008817,0.045835169678272364,0.06250316739023937,0.062552831783601,0.054637344625051217,0.06617305147190328,0.07189337659225395,0.07337861483753222,0.06595187397539053,0.056891451111279676,0.07149173141685324,0.09078529278256922,0.12328117591275486,0.114998538154176,0.151231742746846,0.11306831706736492,0.14099610771308285,0.11613471627087421,0.1335682068952167,0.1530948412852215,0.13682831955276686,0.13855699913652883,0.14354470995524782,0.12779008348952123,0.15050526768436895,0.1842953991969986,0.21535784207091582,0.21687222064010167,0.21778823943507053,0.20327577747143627,0.16475662055096552,0.19853895690686488,F
West Virginia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039029467247772065,0.0,0.0,0.04680708793045804,0.05500171880371262,0.04145936981757877,0.034482758620689655,0.07025925665706458,0.06513243595310464,0.0730033581544751,0.0940529590507886,0.06169507210611552,0.13607620267349715,0.10182435299109036,0.11060064658839544,0.052849467101206735,0.19723865877712032,0.17029328287606432,0.1560214529497806,0.20673971469919372,0.14642937598558234,0.10482180293501049,0.12250398137939483,F
Wisconsin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012263274995182285,0.014091453533431974,0.017506696311339085,0.015698313303448397,0.030494914524548403,0.022307735207183092,0.03432232476546411,0.03952803525900745,0.034456898473762085,0.06175253700006175,0.05495202265714165,0.06950002106061244,0.08064858440511057,0.09567343467630489,0.11781389767644813,0.14380530973451328,0.1324795760653566,0.14426761642847483,0.14538515708411892,0.17317990201663438,0.17549936496940305,0.13953040800615857,0.14451947275309596,0.1471206389239176,0.1761278959490584,0.14932389458839143,0.15683199372672024,0.2415321664014549,0.140974739628287,0.15183090205418281,0.1523470974704034,0.13695503309746632,0.13753266400770184,F
Wyoming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24381748519679552,0.0,0.0,0.0,0.0,0.0,0.0,0.3669724770642202,0.0,0.20006668889629878,0.18268176835951772,0.0,0.0,0.22892025944296068,0.23557126030624262,0.19004180919802355,0.0,0.0,0.0,0.0,F
