state,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,gender
Oklahoma,0.0,0.0,0.0,0.0,0.014548981571290009,0.0,0.041641151255358236,0.042001235330450894,0.057124407023818394,0.06698613902200237,0.10245901639344263,0.15097985928677116,0.14587655601659752,0.14689560618920153,0.1950003196726552,0.19275486476563458,0.25019637506182174,0.20381423788033193,0.17223022483872988,0.2164857152228819,0.13731000127730233,0.1723422589602017,0.11245782831438211,0.07795868189859374,0.07783265978146985,0.07459181700140896,0.08350294869787589,0.06292474200855776,0.05676657584014533,0.05859466554164909,0.058918839298865815,0.03772825594848835,0.05061942187291861,0.03983270264887472,0.03184252424374005,0.026379037458233192,0.026379037458233192,0.026629582507323137,0.04561488869967158,0.018929833417465926,0.01941621901495049,0.026294165981922763,0.0,0.0,0.0,0.0,0.0,0.0,0.01658209796703479,0.0,0.0,0.0,0.0,0.0,F
Oregon,0.0,0.0,0.015587978550941515,0.0317208564631245,0.05675747863247864,0.049965024482862,0.06007905138339921,0.08158470123682407,0.10308592710827347,0.10613457864572277,0.11417206835592222,0.16465217228604573,0.16038492381716118,0.23454907939486339,0.2271414821944177,0.2053011694834476,0.2660412363916407,0.14215172826574893,0.21106288080920713,0.13330101793504603,0.13405852612226138,0.13421317526003804,0.09292019584718202,0.07035883003316916,0.08307770961145194,0.09888233002726754,0.06085721737618455,0.0319433151353235,0.05767537868439426,0.07180543848147108,0.05273443558643794,0.041242346372259764,0.041962556488056815,0.04890453834115806,0.028803686871919604,0.027605668363904056,0.023672140849238053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Pennsylvania,0.0,0.0,0.0,0.004329566610382301,0.006229642418525177,0.009482910440684396,0.016563680449795944,0.016280508510054376,0.023262259705806657,0.03743158618875636,0.06074864988699721,0.0720972597537686,0.08068327205246718,0.08302949352008954,0.08032670280346324,0.08649931109477235,0.10886890619830983,0.09913801427844907,0.10143447045451275,0.07911453172646343,0.08168854104265698,0.07452699399777221,0.05469227552038091,0.03518346220905231,0.036239876469290645,0.03045229267698492,0.04218868891115514,0.02908168972074121,0.02070745542350444,0.015086938483008336,0.03193212143329608,0.02102086320673268,0.016629125156842884,0.0271476833976834,0.012693577050012695,0.013882799941546106,0.010900766687257004,0.010464551332361625,0.004677742521459144,0.007244510271105673,0.0066612821302780255,0.006056253947379805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Rhode Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05223978059292152,0.0,0.05709391949757351,0.0,0.044879946144064625,0.051645270768776744,0.05668016194331983,0.05463485703879075,0.05988621618924045,0.06445375443119562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
South Carolina,0.0,0.0,0.0,0.0,0.0,0.0,0.00992614944810609,0.01985426966069053,0.010240865148287728,0.0228894854027509,0.03623342853489066,0.04376569230414853,0.05068668388404818,0.07208371653699883,0.06550273347945482,0.06533976678729392,0.1301348000098215,0.10109228986364868,0.09074652360744122,0.06398308621025399,0.06333486872409028,0.04581971469590983,0.045599635202918376,0.04132475352736289,0.054084913313902826,0.02931090072397925,0.03422801563079381,0.014281633818908884,0.0371906737233586,0.02605146611862101,0.026273536709969347,0.03137031227719948,0.03424462074082529,0.025296531564449942,0.01906681556941683,0.02590539350292731,0.03087690407575134,0.0,0.016790261648244018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
South Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.03558718861209965,0.0,0.04424452474006342,0.03797660641045116,0.05672149744753262,0.07513148009015778,0.093603744149766,0.08136696501220504,0.1406304933786476,0.21218908405045384,0.12327692480107587,0.09379763160980185,0.11523687580025609,0.1554001554001554,0.1845472440944882,0.07284205414592691,0.08122534230679972,0.10069366748713358,0.09891196834817012,0.08391021606880637,0.07052186177715092,0.0,0.12433944668946223,0.05327650506126798,0.06489994591671173,0.0,0.14074595355383532,0.05887894488930759,0.0,0.11164867882396724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.008547739123001967,0.020042949176807445,0.029098527614502705,0.03423994759799324,0.04420540779488691,0.057870370370370364,0.09629679686444115,0.0913320696191625,0.10524654001999685,0.13149908962168722,0.12240501370936153,0.11221652765216227,0.08555721411147922,0.0807906207725838,0.08855560161284244,0.055053086905230045,0.05135802469135802,0.05397156256979082,0.04089675428486448,0.07233927118184284,0.037401154092754865,0.0345128242389014,0.04329629095107519,0.034929038899919114,0.027943888671547533,0.031070090468792836,0.039136025643414896,0.032811987312698236,0.028271548220659432,0.017300140131135063,0.025392741061755146,0.01711537474112996,0.031531926075151095,0.01608320377419182,0.012546376785618266,0.010850105788531437,0.0,0.009084632435771648,0.0,0.0,0.01063301906854753,0.010967918837400602,0.0,0.0,0.0,0.0,0.0,0.0,F
Texas,0.0,0.002454614183742599,0.004317147229111003,0.0071547476520503125,0.007348438456827924,0.014121886489250321,0.01910856112534726,0.027585515096800076,0.04533456912010639,0.044260229320058735,0.07018822230913893,0.07326135114863332,0.11045388701110574,0.0808685523925625,0.09690729004411362,0.11282962168562985,0.11395031336336174,0.11542901115813775,0.09769338317450846,0.08848446439994978,0.08158005190383012,0.06600115502021285,0.051973837888343845,0.05719957605020104,0.05116648703963769,0.059472675609594926,0.04836929723637559,0.03626144501858399,0.0374572148192797,0.03553691071567871,0.03782684760508771,0.02647659553007825,0.03065904164945644,0.0322319305184114,0.02139317601344714,0.01841360379919751,0.02717550358298563,0.014332928638877647,0.01276139592656242,0.010306931841118645,0.008668102682344376,0.012165608693196382,0.007731626648339847,0.0064618128400529004,0.005540921838904091,0.00672339531463389,0.003270926776215456,0.0028921556475536496,0.003698072893125694,0.0024573144010910475,0.0024541884816753927,0.0020522334456589105,0.0024153033621022797,0.0020065332723347216,F
Utah,0.0,0.0,0.0,0.0,0.0,0.030199315482182406,0.04393029726167814,0.05887836710661891,0.07895386133728102,0.09372559229367351,0.1253405994550409,0.10612581805318083,0.17899416825451817,0.17755885216793632,0.12521343198634036,0.12468152003035723,0.23631540872920184,0.11944006497539535,0.13167520117044623,0.17819460726846423,0.11306314141589842,0.11633704503905601,0.07692307692307693,0.07192027124216582,0.06735367414292451,0.08543492706388635,0.08710259441299073,0.05082753581752915,0.05312998093571273,0.042995105172641886,0.07190795781399809,0.0642535874919683,0.05532809560694921,0.08095605242868158,0.0,0.0,0.022797218739313806,0.0,0.019204916458613403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Vermont,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07982120051085569,0.08238589553468446,0.08478887569950823,0.10420284821118443,0.14771048744460857,0.17233275889080368,0.09986684420772304,0.0,0.10239606799098913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Virginia,0.0,0.0,0.0,0.0,0.0,0.0,0.011717529424018332,0.02048314621125805,0.023054755043227668,0.012880124679606898,0.037540453074433655,0.02968113975576662,0.08664863976574988,0.05036937541974479,0.07667535654040791,0.09745698187909242,0.1046102164400112,0.057013421267547035,0.08909296508241099,0.07443718228031954,0.07690476626444254,0.07161973689170342,0.04733772627433159,0.03802763341361389,0.04736746219712151,0.03348725721738518,0.0308822015578355,0.030417736920373126,0.02801305078601325,0.03144706135487181,0.025950855567269487,0.021709465326882522,0.030718191312895493,0.022243642025654334,0.01600395734217916,0.016899980283356337,0.01383546860732173,0.012821974014132664,0.01161642562583493,0.013452914798206279,0.0,0.0,0.007942937933882984,0.0,0.008049455856784082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Washington,0.0,0.0,0.0,0.010649627263045794,0.03624633005908152,0.040118166235092456,0.07376399210725285,0.054016801087786614,0.09172937960986932,0.11831471714761266,0.10522472995898383,0.1730306077115533,0.15485776909515414,0.18288552720704448,0.15295197308045275,0.14196719922023984,0.1986574935697706,0.1539203749224655,0.15395641440819685,0.12926159314913557,0.12516923391319895,0.06581112207963145,0.09189842805320435,0.07416396979503775,0.07239699881532184,0.04596966002438391,0.04910385465259023,0.033252664831612204,0.02045217908671724,0.02969617104994525,0.03384412898373602,0.018517146878009035,0.030199505483097716,0.04305503556720329,0.03673769287288758,0.022917584839136182,0.021960572326300318,0.0169061707523246,0.011951919136729956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
West Virginia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017745704060808613,0.0,0.019630296090299364,0.03574445960876064,0.047384727537816654,0.1092853518598025,0.1007211635308811,0.07263629393486945,0.10680249753532699,0.1559271820060032,0.18716577540106952,0.1655495437293063,0.11602423617377852,0.12680921771830864,0.15604681404421328,0.08034845857825518,0.06734006734006734,0.06963503051652808,0.048217945111905816,0.07640341000482548,0.07256894049346879,0.04792193081815806,0.04514672686230248,0.06231724270169216,0.029236916479875256,0.04086845466155811,0.03726575809199319,0.04947501511736573,0.0,0.03272965306567751,0.02764722145424385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Wisconsin,0.0,0.0,0.0,0.0,0.0,0.009176311352244183,0.01820395253319377,0.018521519690690623,0.028918798423925487,0.04367847649473986,0.05664117813650524,0.049780137725047705,0.08145533532446375,0.07439459500493434,0.10282616146823295,0.11441288947401416,0.14069804384332593,0.15338182178021867,0.13833299518601178,0.11718011718011719,0.08238438724323532,0.0732667826724059,0.05665515287753349,0.04702112467564132,0.054063480990582495,0.05245213742460005,0.03994375918706461,0.037086605285647486,0.03221441917402229,0.03969632312807026,0.03134847959873946,0.036320412071584235,0.03751705320600273,0.02978223927401412,0.02642147537518495,0.014005357049071271,0.01220979923601542,0.01435054801155219,0.0,0.013347570742124932,0.011858410577702235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Wyoming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08747375787263821,0.0,0.0,0.15758667266996848,0.18248175182481752,0.13781697905181917,0.0,0.2570033410434336,0.27797081306462823,0.3501750875437719,0.23510971786833856,0.18120631633445508,0.0,0.18885741265344666,0.1524390243902439,0.0,0.0,0.09613843935266785,0.0,0.0,0.09776536312849163,0.0,0.078125,0.11591323066732903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
