state,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,gender
Illinois,0.0,0.0,0.0,0.0,0.0,0.0,0.006560764985197274,0.004123405273010663,0.012547156396122092,0.013345789403443215,0.016089968328167607,0.028837331236072877,0.03148862473431473,0.03502501145048451,0.036936146636502146,0.04556994987305514,0.06343915995189986,0.07635404478115146,0.12221520232830317,0.14517590298320107,0.198253106909404,0.24959947990433953,0.33229270138593253,0.2750236071765817,0.29178070630222214,0.353508032557964,0.3187941843404028,0.3246246969933232,0.34612490594431905,M
Indiana,0.0,0.0,0.0,0.0,0.0,0.0,0.013308490817141336,0.011620571732129222,0.011609586201177545,0.02143163309044149,0.016932793741639432,0.06485084306095978,0.06778600479716342,0.06674863867907957,0.07504020010720029,0.11992983209823506,0.13283837391272701,0.13971490607004625,0.2143963155596141,0.27979620813497036,0.30562217458666724,0.455208764402239,0.4919638484484217,0.4886429559551966,0.5403809913039529,0.6008402375196564,0.5446166736489317,0.49719202431861503,0.5504094509330111,M
Iowa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01878357564145911,0.052356020942408384,0.06246827782766565,0.09885330170027679,0.1391816121207301,0.14965215984468533,0.1302507326603712,0.15146079955358924,0.16100400445857244,0.23237800154918667,0.23282355626569276,0.2573144000762413,0.34039145016769284,0.5240930137892434,0.598986330824758,0.5691346104985009,0.5393631366040867,0.564607194708824,0.46122309531943967,0.5360333531864204,0.5651471866848838,M
Kansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02369949046095509,0.031389782625755314,0.03982318505834097,0.027861805444992834,0.0711631216889381,0.11322738485179343,0.12251398701351739,0.1508726145816343,0.16680906464868384,0.17635203224722876,0.28336021622564195,0.3477711033828644,0.36280313156387245,0.4600863254755016,0.48690813335320715,0.44320501967033515,0.48111009824774637,0.44273139226001357,0.4741451441959056,0.4140907500291613,0.4461011977511611,M
Kentucky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015382248884786957,0.023442383829964577,0.023064503728761437,0.052894660284044326,0.05424170101974398,0.08708193866165945,0.11309720842987973,0.09707660731125534,0.1154797910365686,0.15982364287682557,0.19611236084674397,0.2892524631655066,0.4123381812370146,0.5137832230016797,0.6382617552198269,0.6875583042531873,0.6447727353243349,0.7780845494639463,0.7230172927847347,0.7653559295560154,0.7183255583536308,0.6935469975015077,M
Louisiana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027703133224367675,0.0,0.034236804564907276,0.049221147721350396,0.0799852334953547,0.07181113671045151,0.1184939419972154,0.14623067110544166,0.22862223351220906,0.22734213294425026,0.33887861983980283,0.4113803712794275,0.5577416595380668,0.5668895753420007,0.67760828112231,0.517587408894053,0.5412771111699912,0.4924318869828456,0.38711873059088786,M
Maine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09034443817052512,0.08007320979180965,0.09909575126966431,0.08969759097898514,0.14951746635857008,0.2101134612690853,0.5299341162990547,0.5443578049139326,0.4598405885959534,0.32992930086410055,0.44045933616485766,0.6062705698943357,0.4654493376297888,0.5645464809936018,M
Maryland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02727334712152549,0.0,0.018567947081350816,0.03875262150086624,0.022977941176470586,0.0589219637512079,0.09099404849736854,0.10326415474511384,0.1514257115725175,0.19780849014861662,0.22619617861514715,0.2856169588344732,0.28743351421049806,0.31705770450221943,0.358600583090379,0.29517874713020664,0.44086156946718735,M
Massachusetts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008720524626761546,0.0,0.016645705408004738,0.009669683607952348,0.025734420777575425,0.01215386796848097,0.029521540180924868,0.07278501951961887,0.0713496593629166,0.12203826935918395,0.16776144794669437,0.20803443328550933,0.21471514457486401,0.2219349803672902,0.24223848131303144,0.1925595008857737,0.2913907284768212,0.28257030294796903,M
Michigan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00545815776259197,0.011119141602268304,0.02213368747233289,0.010314476941413771,0.02747055872727707,0.025237047986444102,0.04408955077646597,0.055797202531164006,0.07951716136769517,0.06197873859793314,0.10008149493158713,0.18395380045536106,0.1359311282283643,0.23864462496444036,0.3202639751552795,0.43422691223700594,0.3855100281406054,0.4133828496529937,0.4431340092420167,0.4638689570196419,0.4728889558762576,0.4478770627226944,M
Minnesota,0.0,0.0,0.0,0.0,0.0,0.0,0.01259022998153433,0.0,0.010621574542210138,0.018984938615365144,0.03671230510085086,0.051857133596940434,0.05765042490498356,0.043367015048354225,0.08126688484262778,0.08265361609570418,0.08311058199869718,0.12876641771825909,0.1887162394000294,0.1746155850925202,0.29340878130566905,0.33513513513513515,0.40272108843537413,0.3714071897779872,0.435833989427511,0.4185316514561414,0.4271796920618335,0.35726817442342657,0.31255195344970904,M
Mississippi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03398058252427184,0.0,0.07271317077900044,0.08967269466447467,0.0657091898995588,0.185649308456326,0.16617790811339198,0.19363617333054217,0.2922468626439746,0.28722426470588236,0.41172196657786386,0.5238123908724186,0.6037189084762135,0.5660721894211456,0.6565946324982469,0.6294308619890016,0.6868322464270848,0.6045414332055441,M
Missouri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02050631967488162,0.027969420100689917,0.028916777514313804,0.03554783158227348,0.04930674713527799,0.0595261716734791,0.0900504282398143,0.10487158178004671,0.1511000080586671,0.17236366656975538,0.21738653081838344,0.2757986669731096,0.32525690581691336,0.46492481294040733,0.5533186769755205,0.536327410340593,0.5664197657431376,0.507574163686093,0.4861557374759018,0.5278710158648191,0.4911980962260121,M
Montana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15148964820737248,0.09861932938856016,0.1837314180724904,0.0,0.16095284081764044,0.18625126989502203,0.27036160865157144,0.3787195671776375,0.25631636763090443,0.37814331631688414,0.48160277403197843,0.6152662949432801,0.6177606177606177,0.5665168978316077,0.5737704918032787,0.5516328331862312,0.6281991624011168,0.7151979565772669,M
Nebraska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03094825451844516,0.030323245800230457,0.04372267332916927,0.12988619495299358,0.06762156513186206,0.09289076046569235,0.1337068636189991,0.15160128861095318,0.21905805038335158,0.22086875041831203,0.3306696059520529,0.38305709023941065,0.4101161995898838,0.39251904871854076,0.5192188468691878,0.5435614760373603,0.5995109252977834,0.3538115149565777,0.4335260115606936,0.5478713849470092,0.3980288097043215,M
Nevada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02612193720286296,0.036479232893845435,0.04077887654195127,0.0,0.029052876234747237,0.03250673353766138,0.0693721817551162,0.09513513513513513,0.08748503545446173,0.12202264740335807,0.14449375580555268,0.21548241124818185,0.28085246984966133,0.3696143873779445,0.3665608928766823,0.36843552378333794,0.3680842629820488,0.3980798501346447,0.4036944155605847,0.45207956600361665,M
New Hampshire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05206164098292378,0.0,0.06588338640606127,0.05668934240362812,0.09354536950420954,0.12356357345854442,0.16670941266991535,0.3785406604881869,0.4558011049723757,0.35783099366914395,0.5039596832253419,0.5088688572259378,0.37425149700598803,0.29982641628530854,0.45781556572923476,0.3848728246318608,M
New Jersey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00964200608823813,0.008484762780173937,0.008732226281090364,0.025009930413546554,0.017975912277548085,0.0346434870244394,0.04574565416285453,0.05989663552041619,0.09607993850883935,0.15282272563825963,0.22469874059980066,0.22814101287367142,0.2808163864620806,0.29790523596734353,0.3030185307486112,0.34425140418335914,0.37269434852185634,M
New Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04985976939856653,0.0,0.0,0.06920850635459921,0.04329807632832313,0.09872277410995249,0.07013069811922218,0.1299322984339739,0.18106757441877308,0.21151231303822327,0.28417818740399386,0.35941839568697925,0.5071078227616593,0.29244796146568036,0.40616634357980247,0.5485356058379861,0.51698670605613,0.5964873522589197,M
New York,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029603841394459343,0.0,0.006648011942246907,0.0,0.005722351504978446,0.005698799452915253,0.009078058333009117,0.014058106841611996,0.011415908404123157,0.017464550321414897,0.027169558947493087,0.04276245456489202,0.062173588659537427,0.07749627421758569,0.11736911450682255,0.17743080198722497,0.20268163392578734,0.20698515416825275,0.2646807391332939,0.2451190455784295,0.2719171505236424,0.28768428300587634,M
North Carolina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006677172084078952,0.009275577404693442,0.03052580702602325,0.021080091171394318,0.03608323198845336,0.054763781105159816,0.041438864307770454,0.0438159729137622,0.07745633399171217,0.06162774275553044,0.0972737071798512,0.1409190130142853,0.18807954744270136,0.2053540869927531,0.319702828608836,0.4050328800455854,0.4089542673157035,0.41486096759766194,0.4888776381989052,0.43576184880532703,0.5283677028829383,0.4737822730902315,M
North Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12694958287994199,0.09400263207369806,0.1932367149758454,0.23346303501945526,0.21008403361344538,0.28339316077838655,0.2828587591929097,0.30389363722697055,0.5345551737304315,0.3861003861003861,0.36202735317779566,0.7782877669127919,0.6715506715506716,0.7751937984496124,0.8485762775787289,0.7978241160471442,0.8238157648380453,0.7136150234741784,0.7407407407407408,0.6472491909385114,0.6532897806812878,M
Ohio,0.0,0.0,0.0,0.0,0.0,0.0,0.008949907368458737,0.0,0.00641824983495929,0.007321783220303305,0.01709905100266935,0.02558778085049847,0.030850989719654068,0.04790345924129075,0.047030297963065536,0.0726751840578031,0.06921837315192352,0.09883864591055103,0.15458868788425909,0.1805818471654877,0.2721244873711241,0.3612368122481449,0.41524407123742735,0.46657741606245773,0.49979627869075105,0.5289669009835698,0.5027563395810364,0.5750730312160653,0.46426448617648475,M
Oklahoma,0.0,0.0,0.0,0.0,0.0,0.0,0.025616394492475183,0.031730921783277806,0.05532053368044257,0.06803823100599385,0.10825706131286292,0.1260239445494644,0.19438951637228943,0.17270572299356585,0.2666940198994769,0.2790103536372193,0.32082671980007427,0.42212053492249296,0.435129451011676,0.4993900579444953,0.510972035173889,0.731047295932792,0.8209133657447996,0.7040247426036708,0.8248443106363674,0.729144327686039,0.7086324314375115,0.6303030303030304,0.7878849892561138,M
Oregon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04213119004407571,0.04349135191194674,0.05754908598510494,0.043703355072950985,0.06527415143603134,0.07294959530343557,0.09191489361702128,0.08502244592572439,0.14546744722370056,0.1651217773107667,0.22729085254007494,0.24950916230366493,0.3977955496622882,0.442662657646371,0.36790835737279987,0.3367875647668394,0.42677350520402385,0.4460512724199455,0.4662004662004662,0.39058484941926197,M
Pennsylvania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006600535586316146,0.0,0.004846370068818455,0.007024656544471093,0.010238768071425645,0.012244148317449953,0.01580394677230727,0.023432673668065528,0.033062082057954634,0.05591217487607926,0.06228866346324968,0.1113509045826063,0.13712187153469185,0.2289050104763404,0.2793986747107111,0.3462218852666161,0.40130834067178256,0.39558393877498255,0.44194455604660504,0.41028217365820985,0.5344322931077166,0.4616595525686435,M
Rhode Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10939209251445538,0.15888147442008263,0.2569043031470777,0.2171734046107584,0.29129540781357094,0.37794193437553686,0.3682272488164124,0.43322659634582783,0.23534026279662681,0.45435770342833537,M
South Carolina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01917668115571465,0.0,0.025886616619207874,0.030095301788998496,0.026302811112937696,0.026148918088514085,0.04889816142913026,0.030848011845636552,0.06228589224540642,0.10000937587898864,0.08621547236130915,0.15049699006019882,0.17310817494524128,0.28914269191846176,0.3975490553650886,0.3766614754988954,0.4211443508568109,0.481112572824657,0.47466476800759466,0.5535055350553505,0.42127659574468085,M
South Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09185548071034905,0.0964940495336121,0.09644751647645072,0.22500803600128574,0.2329192546583851,0.1563721657544957,0.23659305993690852,0.18936405239072118,0.208567303064335,0.3981420039814201,0.535036244390749,0.522616687691476,0.45405012713403564,0.45712196013896506,0.5761613251710479,0.7574358026972104,0.5486189935679153,0.6888407793741389,0.5510204081632654,0.7133592736705577,0.6767426122264832,M
Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014194967883885164,0.012426770814841115,0.017721698447579214,0.03290375651220181,0.05622188905547226,0.06334066097842692,0.06733502917851264,0.0877586078123833,0.10018552875695733,0.13411967884767312,0.17565967846641464,0.24495294862111905,0.24869222193636908,0.3558249868212968,0.4220061864781264,0.47758504167605315,0.5047672462142456,0.5632337306883214,0.4982339594395453,0.5430603613994617,0.577009541889394,0.5402471178204001,M
Texas,0.00210778362336436,0.002126899321093737,0.0034356439470395487,0.003900646207054969,0.005213832297084164,0.006443022206949873,0.006892600362723094,0.01236051794832451,0.012186154007773927,0.017581231422158075,0.03140054703058248,0.04026790483625755,0.045050764020002534,0.047038612565445025,0.0710072772197983,0.08695092103568208,0.1067475700882072,0.11588149786049178,0.16052584888603508,0.19264316183357227,0.232866834159314,0.31013646920853355,0.3632401017072285,0.3693275476472632,0.3783740573956141,0.37546359196562995,0.4023711506738003,0.39400384888078593,0.3675111788988199,M
Utah,0.03109694472518075,0.026886883042058767,0.05008282929460261,0.07130526157772273,0.06589062156819679,0.09476344236978801,0.09448157609266193,0.20007460408966055,0.2570350836198551,0.2597061047371708,0.2921768819145793,0.34508578311684085,0.3300650422289098,0.42192723378014346,0.4338254338254338,0.39173222077136216,0.49360840399949374,0.41451110182834744,0.41893732970027253,0.4482214572576019,0.4917184265010352,0.48490358752888585,0.5624470298173974,0.4832972471388803,0.46531633690466884,0.4972132002085088,0.4307796266576569,0.46931569302284,0.36114285714285715,M
Vermont,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.601956358164033,0.4442798963346909,0.6152732537097358,0.8744038155802861,0.2644336712208021,0.0,0.7808687164470474,0.5030181086519114,M
Virginia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012755102040816327,0.02078669651423089,0.0254477208385024,0.02034396957794088,0.02991136789408227,0.031351893654376725,0.02671569782974243,0.06585554586015574,0.10043407949612733,0.09454112538954446,0.15332828113709662,0.24284752011911936,0.2958845153770286,0.31943180398665166,0.34813511994342805,0.35599190586824553,0.383486597534729,0.4217968546005985,0.37895818613912263,M
Washington,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016932252177675768,0.03215312452715993,0.017069701280227594,0.031186044245200273,0.04775739244637243,0.07141156867412521,0.07546270553657955,0.0800929077730167,0.09872432683559496,0.08914383163443278,0.13487362927344163,0.20482339002791222,0.20476230684792707,0.2790083489521213,0.33756181466351326,0.3466508699181641,0.3654557319991299,0.37240684352340686,0.404778141980333,0.3715040071029697,0.38523974511181647,0.3996232850561254,M
West Virginia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06896551724137931,0.07728518232277103,0.07236937328122739,0.11680537304716017,0.13746201707422948,0.25449217243772654,0.2641479228367886,0.3224437844717862,0.5104645227156712,0.5901523826301418,0.8337816030123723,0.6149479659413435,0.8678693320331545,0.8476328302666942,0.9574228429826538,0.9201024924295365,0.9065294622075217,M
Wisconsin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010611655842777706,0.021260763261401083,0.023999127304461656,0.02876106194690265,0.04636785162287481,0.03155854109372887,0.07269257854205946,0.08203258516577418,0.09467728899665165,0.1058506543494996,0.16943662322776767,0.1917822614543926,0.2411597344533261,0.3318308768630921,0.4144845548491892,0.44328256421914075,0.4718338224293688,0.4197677880321524,0.43799790522740983,0.45325594287018617,0.45385779122541603,M
Wyoming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1717622810030917,0.0,0.0,0.0,0.0,0.0,0.15979546180888463,0.34843205574912894,0.24464831804281345,0.2853519340519975,0.40013337779259756,0.36536353671903543,0.5424254165052305,0.9324878776575904,0.6486074017550554,0.6674519042010209,0.8741923223109084,0.614304519526108,0.6859382655560999,0.6489994591671173,0.5854800936768151,M
