,Name,Year,Gender,Count
0,John,1/1/1880,M,9655
1,William,1/1/1880,M,9532
2,James,1/1/1880,M,5927
3,Charles,1/1/1880,M,5348
4,George,1/1/1880,M,5126
5,Frank,1/1/1880,M,3242
6,Joseph,1/1/1880,M,2632
7,Thomas,1/1/1880,M,2534
8,Henry,1/1/1880,M,2444
9,Robert,1/1/1880,M,2415
10,Edward,1/1/1880,M,2364
11,Harry,1/1/1880,M,2152
12,Walter,1/1/1880,M,1755
13,Arthur,1/1/1880,M,1599
14,Fred,1/1/1880,M,1569
15,Albert,1/1/1880,M,1493
16,Samuel,1/1/1880,M,1024
17,David,1/1/1880,M,869
18,Louis,1/1/1880,M,828
19,Joe,1/1/1880,M,731
20,John,1/1/1881,M,8769
21,William,1/1/1881,M,8524
22,James,1/1/1881,M,5442
23,George,1/1/1881,M,4664
24,Charles,1/1/1881,M,4636
25,Frank,1/1/1881,M,2834
26,Joseph,1/1/1881,M,2456
27,Henry,1/1/1881,M,2339
28,Thomas,1/1/1881,M,2282
29,Edward,1/1/1881,M,2177
30,Robert,1/1/1881,M,2140
31,Harry,1/1/1881,M,2002
32,Walter,1/1/1881,M,1670
33,Arthur,1/1/1881,M,1575
34,Fred,1/1/1881,M,1418
35,Albert,1/1/1881,M,1319
36,Samuel,1/1/1881,M,919
37,David,1/1/1881,M,750
38,Louis,1/1/1881,M,746
39,Charlie,1/1/1881,M,668
40,John,1/1/1882,M,9557
41,William,1/1/1882,M,9298
42,James,1/1/1882,M,5892
43,George,1/1/1882,M,5193
44,Charles,1/1/1882,M,5092
45,Frank,1/1/1882,M,3176
46,Joseph,1/1/1882,M,2670
47,Thomas,1/1/1882,M,2610
48,Henry,1/1/1882,M,2579
49,Robert,1/1/1882,M,2500
50,Edward,1/1/1882,M,2477
51,Harry,1/1/1882,M,2232
52,Walter,1/1/1882,M,1805
53,Arthur,1/1/1882,M,1686
54,Fred,1/1/1882,M,1641
55,Albert,1/1/1882,M,1499
56,Samuel,1/1/1882,M,1003
57,Louis,1/1/1882,M,852
58,David,1/1/1882,M,838
59,Clarence,1/1/1882,M,837
60,John,1/1/1883,M,8894
61,William,1/1/1883,M,8387
62,James,1/1/1883,M,5224
63,Charles,1/1/1883,M,4826
64,George,1/1/1883,M,4736
65,Frank,1/1/1883,M,2986
66,Joseph,1/1/1883,M,2515
67,Henry,1/1/1883,M,2383
68,Robert,1/1/1883,M,2334
69,Thomas,1/1/1883,M,2316
70,Edward,1/1/1883,M,2250
71,Harry,1/1/1883,M,2110
72,Walter,1/1/1883,M,1705
73,Arthur,1/1/1883,M,1591
74,Fred,1/1/1883,M,1502
75,Albert,1/1/1883,M,1496
76,Samuel,1/1/1883,M,937
77,Clarence,1/1/1883,M,837
78,Louis,1/1/1883,M,796
79,David,1/1/1883,M,735
80,John,1/1/1884,M,9388
81,William,1/1/1884,M,8897
82,James,1/1/1884,M,5693
83,George,1/1/1884,M,4961
84,Charles,1/1/1884,M,4802
85,Frank,1/1/1884,M,3218
86,Joseph,1/1/1884,M,2708
87,Thomas,1/1/1884,M,2572
88,Henry,1/1/1884,M,2474
89,Robert,1/1/1884,M,2469
90,Edward,1/1/1884,M,2439
91,Harry,1/1/1884,M,2323
92,Walter,1/1/1884,M,1902
93,Arthur,1/1/1884,M,1690
94,Fred,1/1/1884,M,1638
95,Albert,1/1/1884,M,1435
96,Samuel,1/1/1884,M,945
97,Clarence,1/1/1884,M,889
98,Louis,1/1/1884,M,886
99,Grover,1/1/1884,M,802
100,John,1/1/1885,M,8756
101,William,1/1/1885,M,8044
102,James,1/1/1885,M,5175
103,George,1/1/1885,M,4674
104,Charles,1/1/1885,M,4599
105,Frank,1/1/1885,M,3067
106,Joseph,1/1/1885,M,2540
107,Henry,1/1/1885,M,2406
108,Robert,1/1/1885,M,2322
109,Thomas,1/1/1885,M,2266
110,Edward,1/1/1885,M,2220
111,Harry,1/1/1885,M,2198
112,Walter,1/1/1885,M,1808
113,Fred,1/1/1885,M,1562
114,Arthur,1/1/1885,M,1516
115,Albert,1/1/1885,M,1429
116,Clarence,1/1/1885,M,906
117,Samuel,1/1/1885,M,888
118,Louis,1/1/1885,M,809
119,Grover,1/1/1885,M,768
120,John,1/1/1886,M,9026
121,William,1/1/1886,M,8252
122,James,1/1/1886,M,5355
123,George,1/1/1886,M,4671
124,Charles,1/1/1886,M,4533
125,Frank,1/1/1886,M,3127
126,Joseph,1/1/1886,M,2594
127,Robert,1/1/1886,M,2444
128,Henry,1/1/1886,M,2404
129,Thomas,1/1/1886,M,2337
130,Edward,1/1/1886,M,2312
131,Harry,1/1/1886,M,2257
132,Walter,1/1/1886,M,1880
133,Arthur,1/1/1886,M,1656
134,Fred,1/1/1886,M,1599
135,Albert,1/1/1886,M,1488
136,Clarence,1/1/1886,M,995
137,Samuel,1/1/1886,M,870
138,Louis,1/1/1886,M,846
139,Roy,1/1/1886,M,767
140,John,1/1/1887,M,8110
141,William,1/1/1887,M,7470
142,James,1/1/1887,M,4768
143,George,1/1/1887,M,4284
144,Charles,1/1/1887,M,4031
145,Frank,1/1/1887,M,2883
146,Joseph,1/1/1887,M,2456
147,Henry,1/1/1887,M,2228
148,Thomas,1/1/1887,M,2151
149,Edward,1/1/1887,M,2125
150,Robert,1/1/1887,M,2125
151,Harry,1/1/1887,M,2057
152,Walter,1/1/1887,M,1705
153,Arthur,1/1/1887,M,1489
154,Fred,1/1/1887,M,1454
155,Albert,1/1/1887,M,1294
156,Clarence,1/1/1887,M,892
157,Samuel,1/1/1887,M,802
158,Louis,1/1/1887,M,791
159,Roy,1/1/1887,M,726
160,John,1/1/1888,M,9248
161,William,1/1/1888,M,8705
162,James,1/1/1888,M,5562
163,George,1/1/1888,M,4912
164,Charles,1/1/1888,M,4591
165,Frank,1/1/1888,M,3459
166,Joseph,1/1/1888,M,2993
167,Robert,1/1/1888,M,2815
168,Harry,1/1/1888,M,2759
169,Henry,1/1/1888,M,2596
170,Edward,1/1/1888,M,2470
171,Thomas,1/1/1888,M,2449
172,Walter,1/1/1888,M,2040
173,Arthur,1/1/1888,M,1710
174,Fred,1/1/1888,M,1665
175,Albert,1/1/1888,M,1568
176,Clarence,1/1/1888,M,1022
177,Samuel,1/1/1888,M,931
178,Louis,1/1/1888,M,884
179,Roy,1/1/1888,M,856
180,John,1/1/1889,M,8548
181,William,1/1/1889,M,7772
182,James,1/1/1889,M,5020
183,George,1/1/1889,M,4430
184,Charles,1/1/1889,M,4199
185,Frank,1/1/1889,M,2975
186,Joseph,1/1/1889,M,2729
187,Harry,1/1/1889,M,2559
188,Robert,1/1/1889,M,2513
189,Edward,1/1/1889,M,2299
190,Henry,1/1/1889,M,2286
191,Thomas,1/1/1889,M,2233
192,Walter,1/1/1889,M,1916
193,Arthur,1/1/1889,M,1668
194,Fred,1/1/1889,M,1554
195,Albert,1/1/1889,M,1353
196,Clarence,1/1/1889,M,984
197,Roy,1/1/1889,M,888
198,Louis,1/1/1889,M,837
199,Samuel,1/1/1889,M,810
200,John,1/1/1890,M,8502
201,William,1/1/1890,M,7494
202,James,1/1/1890,M,5097
203,George,1/1/1890,M,4458
204,Charles,1/1/1890,M,4061
205,Frank,1/1/1890,M,3078
206,Joseph,1/1/1890,M,2670
207,Robert,1/1/1890,M,2541
208,Henry,1/1/1890,M,2349
209,Harry,1/1/1890,M,2345
210,Edward,1/1/1890,M,2282
211,Thomas,1/1/1890,M,2200
212,Walter,1/1/1890,M,1905
213,Arthur,1/1/1890,M,1610
214,Fred,1/1/1890,M,1507
215,Albert,1/1/1890,M,1417
216,Clarence,1/1/1890,M,1018
217,Roy,1/1/1890,M,941
218,Louis,1/1/1890,M,860
219,Samuel,1/1/1890,M,815
220,John,1/1/1891,M,7681
221,William,1/1/1891,M,6763
222,James,1/1/1891,M,4516
223,George,1/1/1891,M,3931
224,Charles,1/1/1891,M,3640
225,Frank,1/1/1891,M,2652
226,Joseph,1/1/1891,M,2572
227,Robert,1/1/1891,M,2240
228,Harry,1/1/1891,M,2132
229,Henry,1/1/1891,M,2049
230,Edward,1/1/1891,M,1989
231,Thomas,1/1/1891,M,1982
232,Walter,1/1/1891,M,1668
233,Arthur,1/1/1891,M,1514
234,Fred,1/1/1891,M,1362
235,Albert,1/1/1891,M,1207
236,Clarence,1/1/1891,M,1008
237,Roy,1/1/1891,M,838
238,Louis,1/1/1891,M,786
239,Samuel,1/1/1891,M,753
240,John,1/1/1892,M,9039
241,William,1/1/1892,M,7782
242,James,1/1/1892,M,5398
243,George,1/1/1892,M,4760
244,Charles,1/1/1892,M,4319
245,Frank,1/1/1892,M,3150
246,Joseph,1/1/1892,M,3064
247,Robert,1/1/1892,M,2711
248,Harry,1/1/1892,M,2460
249,Henry,1/1/1892,M,2452
250,Edward,1/1/1892,M,2416
251,Thomas,1/1/1892,M,2413
252,Walter,1/1/1892,M,2229
253,Arthur,1/1/1892,M,1768
254,Fred,1/1/1892,M,1628
255,Albert,1/1/1892,M,1500
256,Clarence,1/1/1892,M,1276
257,Roy,1/1/1892,M,1048
258,Willie,1/1/1892,M,948
259,Samuel,1/1/1892,M,902
260,John,1/1/1893,M,8049
261,William,1/1/1893,M,7223
262,James,1/1/1893,M,5028
263,George,1/1/1893,M,4320
264,Charles,1/1/1893,M,3723
265,Joseph,1/1/1893,M,2997
266,Frank,1/1/1893,M,2917
267,Robert,1/1/1893,M,2563
268,Edward,1/1/1893,M,2309
269,Harry,1/1/1893,M,2245
270,Henry,1/1/1893,M,2162
271,Thomas,1/1/1893,M,2157
272,Walter,1/1/1893,M,2004
273,Arthur,1/1/1893,M,1635
274,Fred,1/1/1893,M,1493
275,Albert,1/1/1893,M,1353
276,Clarence,1/1/1893,M,1169
277,Roy,1/1/1893,M,920
278,Willie,1/1/1893,M,882
279,Samuel,1/1/1893,M,851
280,John,1/1/1894,M,8238
281,William,1/1/1894,M,7274
282,James,1/1/1894,M,5110
283,George,1/1/1894,M,4365
284,Charles,1/1/1894,M,3788
285,Joseph,1/1/1894,M,2977
286,Frank,1/1/1894,M,2863
287,Robert,1/1/1894,M,2497
288,Henry,1/1/1894,M,2278
289,Harry,1/1/1894,M,2189
290,Edward,1/1/1894,M,2179
291,Thomas,1/1/1894,M,2170
292,Walter,1/1/1894,M,2010
293,Arthur,1/1/1894,M,1712
294,Fred,1/1/1894,M,1475
295,Albert,1/1/1894,M,1447
296,Clarence,1/1/1894,M,1185
297,Roy,1/1/1894,M,1018
298,Willie,1/1/1894,M,986
299,Earl,1/1/1894,M,896
300,John,1/1/1895,M,8321
301,William,1/1/1895,M,7277
302,James,1/1/1895,M,5335
303,George,1/1/1895,M,4289
304,Charles,1/1/1895,M,3633
305,Frank,1/1/1895,M,3012
306,Joseph,1/1/1895,M,2992
307,Robert,1/1/1895,M,2635
308,Henry,1/1/1895,M,2221
309,Edward,1/1/1895,M,2203
310,Thomas,1/1/1895,M,2153
311,Harry,1/1/1895,M,2128
312,Walter,1/1/1895,M,2015
313,Arthur,1/1/1895,M,1666
314,Fred,1/1/1895,M,1483
315,Albert,1/1/1895,M,1391
316,Clarence,1/1/1895,M,1325
317,Willie,1/1/1895,M,1071
318,Roy,1/1/1895,M,1028
319,Paul,1/1/1895,M,933
320,John,1/1/1896,M,8139
321,William,1/1/1896,M,7747
322,James,1/1/1896,M,5207
323,George,1/1/1896,M,4286
324,Charles,1/1/1896,M,3639
325,Joseph,1/1/1896,M,3051
326,Frank,1/1/1896,M,2845
327,Robert,1/1/1896,M,2719
328,Edward,1/1/1896,M,2296
329,Henry,1/1/1896,M,2183
330,Harry,1/1/1896,M,2091
331,Thomas,1/1/1896,M,2088
332,Walter,1/1/1896,M,2017
333,Arthur,1/1/1896,M,1821
334,Albert,1/1/1896,M,1434
335,Fred,1/1/1896,M,1393
336,Clarence,1/1/1896,M,1254
337,Willie,1/1/1896,M,1092
338,Roy,1/1/1896,M,1027
339,Paul,1/1/1896,M,964
340,John,1/1/1897,M,7550
341,William,1/1/1897,M,7199
342,James,1/1/1897,M,5113
343,George,1/1/1897,M,4078
344,Charles,1/1/1897,M,3341
345,Joseph,1/1/1897,M,2827
346,Frank,1/1/1897,M,2726
347,Robert,1/1/1897,M,2701
348,Edward,1/1/1897,M,2121
349,Henry,1/1/1897,M,1994
350,Thomas,1/1/1897,M,1980
351,Walter,1/1/1897,M,1895
352,Harry,1/1/1897,M,1879
353,Arthur,1/1/1897,M,1647
354,Albert,1/1/1897,M,1377
355,Fred,1/1/1897,M,1301
356,Clarence,1/1/1897,M,1201
357,Willie,1/1/1897,M,1151
358,Roy,1/1/1897,M,999
359,Paul,1/1/1897,M,923
360,John,1/1/1898,M,8159
361,William,1/1/1898,M,7400
362,James,1/1/1898,M,5321
363,George,1/1/1898,M,4853
364,Charles,1/1/1898,M,3557
365,Joseph,1/1/1898,M,3171
366,Robert,1/1/1898,M,2932
367,Frank,1/1/1898,M,2925
368,Edward,1/1/1898,M,2337
369,Thomas,1/1/1898,M,2161
370,Henry,1/1/1898,M,2145
371,Harry,1/1/1898,M,2129
372,Walter,1/1/1898,M,2002
373,Arthur,1/1/1898,M,1619
374,Fred,1/1/1898,M,1447
375,Albert,1/1/1898,M,1417
376,Clarence,1/1/1898,M,1326
377,Willie,1/1/1898,M,1134
378,Dewey,1/1/1898,M,1115
379,Roy,1/1/1898,M,1049
380,John,1/1/1899,M,6990
381,William,1/1/1899,M,6086
382,James,1/1/1899,M,4598
383,George,1/1/1899,M,4018
384,Charles,1/1/1899,M,3147
385,Joseph,1/1/1899,M,2679
386,Robert,1/1/1899,M,2609
387,Frank,1/1/1899,M,2550
388,Edward,1/1/1899,M,1901
389,Henry,1/1/1899,M,1831
390,Thomas,1/1/1899,M,1811
391,Walter,1/1/1899,M,1749
392,Harry,1/1/1899,M,1732
393,Arthur,1/1/1899,M,1357
394,Albert,1/1/1899,M,1210
395,Fred,1/1/1899,M,1182
396,Clarence,1/1/1899,M,1139
397,Willie,1/1/1899,M,1088
398,Harold,1/1/1899,M,914
399,Roy,1/1/1899,M,912
400,John,1/1/1900,M,9829
401,William,1/1/1900,M,8578
402,James,1/1/1900,M,7245
403,George,1/1/1900,M,5403
404,Charles,1/1/1900,M,4101
405,Robert,1/1/1900,M,3823
406,Joseph,1/1/1900,M,3714
407,Frank,1/1/1900,M,3477
408,Edward,1/1/1900,M,2720
409,Henry,1/1/1900,M,2606
410,Thomas,1/1/1900,M,2557
411,Walter,1/1/1900,M,2298
412,Harry,1/1/1900,M,2272
413,Willie,1/1/1900,M,2113
414,Arthur,1/1/1900,M,1853
415,Albert,1/1/1900,M,1741
416,Fred,1/1/1900,M,1646
417,Clarence,1/1/1900,M,1483
418,Paul,1/1/1900,M,1288
419,Harold,1/1/1900,M,1246
420,John,1/1/1901,M,6899
421,William,1/1/1901,M,5990
422,James,1/1/1901,M,4735
423,George,1/1/1901,M,3609
424,Charles,1/1/1901,M,3049
425,Joseph,1/1/1901,M,2766
426,Robert,1/1/1901,M,2543
427,Frank,1/1/1901,M,2402
428,Edward,1/1/1901,M,1917
429,Henry,1/1/1901,M,1870
430,Thomas,1/1/1901,M,1820
431,Walter,1/1/1901,M,1718
432,Harry,1/1/1901,M,1594
433,Arthur,1/1/1901,M,1329
434,Albert,1/1/1901,M,1317
435,Willie,1/1/1901,M,1294
436,Clarence,1/1/1901,M,1196
437,Fred,1/1/1901,M,1133
438,Paul,1/1/1901,M,924
439,Roy,1/1/1901,M,917
440,John,1/1/1902,M,7907
441,William,1/1/1902,M,6616
442,James,1/1/1902,M,5592
443,George,1/1/1902,M,4223
444,Charles,1/1/1902,M,3361
445,Robert,1/1/1902,M,3180
446,Joseph,1/1/1902,M,3098
447,Frank,1/1/1902,M,2756
448,Edward,1/1/1902,M,2294
449,Henry,1/1/1902,M,2154
450,Thomas,1/1/1902,M,2134
451,Walter,1/1/1902,M,1858
452,Harry,1/1/1902,M,1750
453,Willie,1/1/1902,M,1565
454,Arthur,1/1/1902,M,1486
455,Albert,1/1/1902,M,1375
456,Clarence,1/1/1902,M,1292
457,Fred,1/1/1902,M,1286
458,Harold,1/1/1902,M,1077
459,Paul,1/1/1902,M,1067
460,John,1/1/1903,M,7608
461,William,1/1/1903,M,6311
462,James,1/1/1903,M,5480
463,George,1/1/1903,M,3961
464,Charles,1/1/1903,M,3212
465,Joseph,1/1/1903,M,3121
466,Robert,1/1/1903,M,3044
467,Frank,1/1/1903,M,2644
468,Edward,1/1/1903,M,2268
469,Thomas,1/1/1903,M,1962
470,Henry,1/1/1903,M,1922
471,Walter,1/1/1903,M,1840
472,Harry,1/1/1903,M,1647
473,Willie,1/1/1903,M,1454
474,Arthur,1/1/1903,M,1435
475,Albert,1/1/1903,M,1337
476,Clarence,1/1/1903,M,1261
477,Fred,1/1/1903,M,1204
478,Paul,1/1/1903,M,1081
479,Harold,1/1/1903,M,1065
480,John,1/1/1904,M,8108
481,William,1/1/1904,M,6416
482,James,1/1/1904,M,5855
483,George,1/1/1904,M,4219
484,Robert,1/1/1904,M,3414
485,Charles,1/1/1904,M,3406
486,Joseph,1/1/1904,M,3291
487,Frank,1/1/1904,M,2799
488,Edward,1/1/1904,M,2334
489,Henry,1/1/1904,M,2086
490,Thomas,1/1/1904,M,2057
491,Walter,1/1/1904,M,1873
492,Harry,1/1/1904,M,1722
493,Willie,1/1/1904,M,1675
494,Arthur,1/1/1904,M,1495
495,Albert,1/1/1904,M,1453
496,Clarence,1/1/1904,M,1310
497,Fred,1/1/1904,M,1223
498,Paul,1/1/1904,M,1194
499,Harold,1/1/1904,M,1186
500,John,1/1/1905,M,8060
501,William,1/1/1905,M,6496
502,James,1/1/1905,M,6042
503,George,1/1/1905,M,4256
504,Charles,1/1/1905,M,3608
505,Robert,1/1/1905,M,3410
506,Joseph,1/1/1905,M,3302
507,Frank,1/1/1905,M,2837
508,Edward,1/1/1905,M,2366
509,Thomas,1/1/1905,M,2135
510,Henry,1/1/1905,M,2126
511,Walter,1/1/1905,M,1902
512,Willie,1/1/1905,M,1782
513,Harry,1/1/1905,M,1619
514,Albert,1/1/1905,M,1532
515,Arthur,1/1/1905,M,1505
516,Clarence,1/1/1905,M,1377
517,Fred,1/1/1905,M,1284
518,Paul,1/1/1905,M,1262
519,Harold,1/1/1905,M,1258
520,John,1/1/1906,M,8264
521,William,1/1/1906,M,6567
522,James,1/1/1906,M,5908
523,George,1/1/1906,M,4201
524,Robert,1/1/1906,M,3635
525,Charles,1/1/1906,M,3607
526,Joseph,1/1/1906,M,3527
527,Frank,1/1/1906,M,2798
528,Edward,1/1/1906,M,2398
529,Thomas,1/1/1906,M,2176
530,Henry,1/1/1906,M,2112
531,Walter,1/1/1906,M,1934
532,Willie,1/1/1906,M,1756
533,Harry,1/1/1906,M,1631
534,Arthur,1/1/1906,M,1486
535,Albert,1/1/1906,M,1469
536,Harold,1/1/1906,M,1330
537,Clarence,1/1/1906,M,1319
538,Paul,1/1/1906,M,1309
539,Fred,1/1/1906,M,1193
540,John,1/1/1907,M,8983
541,William,1/1/1907,M,6905
542,James,1/1/1907,M,6707
543,George,1/1/1907,M,4445
544,Robert,1/1/1907,M,4020
545,Charles,1/1/1907,M,3884
546,Joseph,1/1/1907,M,3844
547,Frank,1/1/1907,M,2943
548,Edward,1/1/1907,M,2576
549,Henry,1/1/1907,M,2203
550,Thomas,1/1/1907,M,2175
551,Walter,1/1/1907,M,2095
552,Willie,1/1/1907,M,1968
553,Harry,1/1/1907,M,1813
554,Albert,1/1/1907,M,1636
