,Name,Year,Gender,Count
490,Ethel,1/1/1904,F,3296
491,Lillian,1/1/1904,F,3139
492,Alice,1/1/1904,F,3131
493,Gladys,1/1/1904,F,2976
494,Edna,1/1/1904,F,2762
495,Frances,1/1/1904,F,2657
496,Annie,1/1/1904,F,2631
497,Rose,1/1/1904,F,2631
498,Grace,1/1/1904,F,2513
499,Bertha,1/1/1904,F,2363
500,Mary,1/1/1905,F,16067
501,Helen,1/1/1905,F,6811
502,Margaret,1/1/1905,F,5690
503,Anna,1/1/1905,F,5424
504,Ruth,1/1/1905,F,5068
505,Elizabeth,1/1/1905,F,4121
506,Dorothy,1/1/1905,F,3937
507,Mildred,1/1/1905,F,3758
508,Marie,1/1/1905,F,3643
509,Alice,1/1/1905,F,3611
510,Florence,1/1/1905,F,3478
511,Ethel,1/1/1905,F,3401
512,Lillian,1/1/1905,F,3185
513,Gladys,1/1/1905,F,2996
514,Edna,1/1/1905,F,2953
515,Frances,1/1/1905,F,2887
516,Annie,1/1/1905,F,2793
517,Rose,1/1/1905,F,2724
518,Grace,1/1/1905,F,2630
519,Bessie,1/1/1905,F,2446
520,Mary,1/1/1906,F,16370
521,Helen,1/1/1906,F,7176
522,Margaret,1/1/1906,F,6096
523,Anna,1/1/1906,F,5502
524,Ruth,1/1/1906,F,5140
525,Dorothy,1/1/1906,F,4326
526,Elizabeth,1/1/1906,F,4321
527,Alice,1/1/1906,F,4192
528,Mildred,1/1/1906,F,3873
529,Florence,1/1/1906,F,3691
530,Marie,1/1/1906,F,3690
531,Ethel,1/1/1906,F,3511
532,Lillian,1/1/1906,F,3293
533,Frances,1/1/1906,F,3026
534,Edna,1/1/1906,F,3011
535,Gladys,1/1/1906,F,3000
536,Rose,1/1/1906,F,2901
537,Annie,1/1/1906,F,2774
538,Grace,1/1/1906,F,2626
539,Irene,1/1/1906,F,2423
540,Mary,1/1/1907,F,17580
541,Helen,1/1/1907,F,7579
542,Margaret,1/1/1907,F,6713
543,Anna,1/1/1907,F,5575
544,Ruth,1/1/1907,F,5573
545,Dorothy,1/1/1907,F,4967
546,Elizabeth,1/1/1907,F,4624
547,Mildred,1/1/1907,F,4277
548,Alice,1/1/1907,F,4107
549,Marie,1/1/1907,F,3879
550,Florence,1/1/1907,F,3750
551,Ethel,1/1/1907,F,3698
552,Lillian,1/1/1907,F,3542
553,Gladys,1/1/1907,F,3303
554,Edna,1/1/1907,F,3301
555,Frances,1/1/1907,F,3299
556,Rose,1/1/1907,F,3116
557,Evelyn,1/1/1907,F,3035
558,Annie,1/1/1907,F,2891
559,Grace,1/1/1907,F,2747
560,Mary,1/1/1908,F,18666
561,Helen,1/1/1908,F,8439
562,Margaret,1/1/1908,F,6976
563,Ruth,1/1/1908,F,6180
564,Anna,1/1/1908,F,5860
565,Dorothy,1/1/1908,F,5703
566,Elizabeth,1/1/1908,F,4904
567,Mildred,1/1/1908,F,4624
568,Alice,1/1/1908,F,4270
569,Marie,1/1/1908,F,4076
570,Florence,1/1/1908,F,3883
571,Ethel,1/1/1908,F,3786
572,Lillian,1/1/1908,F,3634
573,Frances,1/1/1908,F,3593
574,Gladys,1/1/1908,F,3580
575,Rose,1/1/1908,F,3382
576,Edna,1/1/1908,F,3365
577,Louise,1/1/1908,F,2937
578,Grace,1/1/1908,F,2901
579,Evelyn,1/1/1908,F,2857
580,Mary,1/1/1909,F,19259
581,Helen,1/1/1909,F,9250
582,Margaret,1/1/1909,F,7359
583,Ruth,1/1/1909,F,6509
584,Dorothy,1/1/1909,F,6253
585,Anna,1/1/1909,F,5803
586,Elizabeth,1/1/1909,F,5176
587,Mildred,1/1/1909,F,5054
588,Marie,1/1/1909,F,4301
589,Alice,1/1/1909,F,4170
590,Florence,1/1/1909,F,3789
591,Frances,1/1/1909,F,3780
592,Ethel,1/1/1909,F,3661
593,Lillian,1/1/1909,F,3596
594,Gladys,1/1/1909,F,3538
595,Edna,1/1/1909,F,3429
596,Rose,1/1/1909,F,3374
597,Evelyn,1/1/1909,F,3157
598,Louise,1/1/1909,F,3019
599,Irene,1/1/1909,F,2961
600,Mary,1/1/1910,F,22848
601,Helen,1/1/1910,F,10479
602,Margaret,1/1/1910,F,8226
603,Dorothy,1/1/1910,F,7318
604,Ruth,1/1/1910,F,7212
605,Anna,1/1/1910,F,6436
606,Elizabeth,1/1/1910,F,5799
607,Mildred,1/1/1910,F,5692
608,Marie,1/1/1910,F,4790
609,Alice,1/1/1910,F,4671
610,Frances,1/1/1910,F,4448
611,Florence,1/1/1910,F,4282
612,Ethel,1/1/1910,F,4146
613,Lillian,1/1/1910,F,4127
614,Gladys,1/1/1910,F,3842
615,Rose,1/1/1910,F,3837
616,Evelyn,1/1/1910,F,3776
617,Edna,1/1/1910,F,3664
618,Annie,1/1/1910,F,3519
619,Louise,1/1/1910,F,3457
620,Mary,1/1/1911,F,24390
621,Helen,1/1/1911,F,11802
622,Margaret,1/1/1911,F,9279
623,Dorothy,1/1/1911,F,8869
624,Ruth,1/1/1911,F,8003
625,Anna,1/1/1911,F,6753
626,Elizabeth,1/1/1911,F,6298
627,Mildred,1/1/1911,F,6270
628,Marie,1/1/1911,F,5017
629,Frances,1/1/1911,F,4967
630,Alice,1/1/1911,F,4812
631,Florence,1/1/1911,F,4424
632,Lillian,1/1/1911,F,4367
633,Rose,1/1/1911,F,4150
634,Ethel,1/1/1911,F,4141
635,Evelyn,1/1/1911,F,4075
636,Edna,1/1/1911,F,3957
637,Gladys,1/1/1911,F,3933
638,Louise,1/1/1911,F,3725
639,Catherine,1/1/1911,F,3565
640,Mary,1/1/1912,F,32303
641,Helen,1/1/1912,F,16133
642,Dorothy,1/1/1912,F,12645
643,Margaret,1/1/1912,F,12535
644,Ruth,1/1/1912,F,11278
645,Mildred,1/1/1912,F,8764
646,Anna,1/1/1912,F,8586
647,Elizabeth,1/1/1912,F,8528
648,Frances,1/1/1912,F,6680
649,Marie,1/1/1912,F,6642
650,Alice,1/1/1912,F,6285
651,Florence,1/1/1912,F,5739
652,Evelyn,1/1/1912,F,5620
653,Lillian,1/1/1912,F,5568
654,Rose,1/1/1912,F,5431
655,Edna,1/1/1912,F,5135
656,Louise,1/1/1912,F,5116
657,Ethel,1/1/1912,F,5073
658,Gladys,1/1/1912,F,4980
659,Virginia,1/1/1912,F,4809
660,Mary,1/1/1913,F,36641
661,Helen,1/1/1913,F,18888
662,Dorothy,1/1/1913,F,14674
663,Margaret,1/1/1913,F,14486
664,Ruth,1/1/1913,F,12608
665,Mildred,1/1/1913,F,9921
666,Anna,1/1/1913,F,9686
667,Elizabeth,1/1/1913,F,9505
668,Frances,1/1/1913,F,7694
669,Marie,1/1/1913,F,7352
670,Alice,1/1/1913,F,6933
671,Evelyn,1/1/1913,F,6680
672,Florence,1/1/1913,F,6278
673,Rose,1/1/1913,F,6170
674,Virginia,1/1/1913,F,6036
675,Lillian,1/1/1913,F,6015
676,Louise,1/1/1913,F,5577
677,Edna,1/1/1913,F,5558
678,Gladys,1/1/1913,F,5428
679,Ethel,1/1/1913,F,5369
680,Mary,1/1/1914,F,45344
681,Helen,1/1/1914,F,23221
682,Dorothy,1/1/1914,F,18782
683,Margaret,1/1/1914,F,17763
684,Ruth,1/1/1914,F,15840
685,Anna,1/1/1914,F,11865
686,Mildred,1/1/1914,F,11649
687,Elizabeth,1/1/1914,F,11366
688,Frances,1/1/1914,F,9677
689,Marie,1/1/1914,F,8829
690,Evelyn,1/1/1914,F,8505
691,Alice,1/1/1914,F,8197
692,Florence,1/1/1914,F,7887
693,Virginia,1/1/1914,F,7601
694,Rose,1/1/1914,F,7573
695,Lillian,1/1/1914,F,7354
696,Louise,1/1/1914,F,6648
697,Catherine,1/1/1914,F,6612
698,Edna,1/1/1914,F,6289
699,Gladys,1/1/1914,F,6227
700,Mary,1/1/1915,F,58187
701,Helen,1/1/1915,F,30866
702,Dorothy,1/1/1915,F,25154
703,Margaret,1/1/1915,F,23055
704,Ruth,1/1/1915,F,21881
705,Mildred,1/1/1915,F,15252
706,Anna,1/1/1915,F,15120
707,Elizabeth,1/1/1915,F,14103
708,Frances,1/1/1915,F,12787
709,Evelyn,1/1/1915,F,11594
710,Marie,1/1/1915,F,11362
711,Virginia,1/1/1915,F,10952
712,Alice,1/1/1915,F,10525
713,Florence,1/1/1915,F,10104
714,Lillian,1/1/1915,F,9546
715,Rose,1/1/1915,F,9375
716,Irene,1/1/1915,F,8323
717,Louise,1/1/1915,F,8314
718,Catherine,1/1/1915,F,8180
719,Edna,1/1/1915,F,8143
720,Mary,1/1/1916,F,61437
721,Helen,1/1/1916,F,32661
722,Dorothy,1/1/1916,F,27415
723,Margaret,1/1/1916,F,24954
724,Ruth,1/1/1916,F,23189
725,Mildred,1/1/1916,F,15633
726,Anna,1/1/1916,F,15228
727,Elizabeth,1/1/1916,F,14939
728,Frances,1/1/1916,F,13746
729,Virginia,1/1/1916,F,12488
730,Evelyn,1/1/1916,F,11890
731,Marie,1/1/1916,F,11682
732,Alice,1/1/1916,F,10719
733,Florence,1/1/1916,F,10412
734,Rose,1/1/1916,F,9605
735,Lillian,1/1/1916,F,9592
736,Irene,1/1/1916,F,9033
737,Louise,1/1/1916,F,8630
738,Edna,1/1/1916,F,8625
739,Catherine,1/1/1916,F,8470
740,Mary,1/1/1917,F,64280
741,Helen,1/1/1917,F,34249
742,Dorothy,1/1/1917,F,28855
743,Margaret,1/1/1917,F,25560
744,Ruth,1/1/1917,F,23567
745,Mildred,1/1/1917,F,16257
746,Anna,1/1/1917,F,15160
747,Elizabeth,1/1/1917,F,15130
748,Frances,1/1/1917,F,14363
749,Virginia,1/1/1917,F,14261
750,Evelyn,1/1/1917,F,12532
751,Marie,1/1/1917,F,11813
